Date,Age,Tm,Opp,Result,Game Type,Seasontype,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Resultdifference,season
2020/12/23,35,PHO,DAL,W,Home,regular,1,27.75,3,9,0.333,0,2,0,2,2,1,1,3,4,5,2,0,3,3,8,5.8,-10,0.405,0.333,4.4,10.8,8,26.4,3.4,0,23.3,20.5,85,101,-4.4,4,2020-2021
2020/12/26,35,PHO,SAC,L,@,regular,1,32.78,8,19,0.421,2,6,0.333,4,5,0.8,1,4,5,12,2,1,0,4,22,22.9,-1,0.519,0.474,2.9,13,7.6,60,2.9,2.3,0,27.1,127,102,14.8,-3,2020-2021
2020/12/27,35,PHO,SAC,W,@,regular,1,27.23,4,10,0.4,0,2,0,0,0,0,1,3,4,12,0,0,2,4,8,9,-5,0.4,0.4,4,13.6,8.5,54.3,0,0,16.7,19.6,111,106,-2.8,16,2020-2021
2020/12/29,35,PHO,NOP,W,Home,regular,1,23.18,2,4,0.5,1,2,0.5,4,4,1,1,1,2,9,0,0,2,1,9,11.9,19,0.781,0.625,4.5,5.4,4.9,56.7,0,0,25.8,15.7,156,101,8.7,25,2020-2021
2020/12/31,35,PHO,UTA,W,@,regular,1,29.83,4,13,0.308,2,4,0.5,1,1,1,1,3,4,8,0,0,3,2,11,6.9,12,0.409,0.385,3.9,10.5,7.4,37.2,0,0,18.2,25.6,94,106,-5.1,11,2020-2021
2021/1/1,35,PHO,DEN,W,@,regular,1,32.45,6,12,0.5,1,2,0.5,8,8,1,1,4,5,6,0,1,2,2,21,19,-4,0.677,0.542,3.9,16,9.9,31.6,0,2.6,11.4,25.3,138,112,6.8,3,2020-2021
2021/1/3,35,PHO,LAC,L,Home,regular,1,35.77,6,12,0.5,1,3,0.333,2,2,1,0,9,9,6,1,1,2,3,15,14.4,-8,0.582,0.542,0,29.5,15.7,27.8,1.5,2.5,13.4,19.9,115,117,2.1,-5,2020-2021
2021/1/6,35,PHO,TOR,W,Home,regular,1,31.6,4,12,0.333,0,0,0,4,4,1,1,3,4,8,2,0,0,2,12,13.6,1,0.436,0.333,3.8,10.6,7.3,35.8,3.2,0,0,20.2,127,119,-0.8,8,2020-2021
2021/1/8,35,PHO,DET,L,@,regular,1,37.85,5,11,0.455,1,4,0.25,0,0,0,0,7,7,9,0,0,2,5,11,9.7,-19,0.5,0.5,0,19.6,10.2,37.1,0,0,15.4,15.5,113,109,-3.3,-5,2020-2021
2021/1/9,35,PHO,IND,W,@,regular,1,33.1,6,10,0.6,0,2,0,3,3,1,0,2,2,10,0,0,1,4,15,15.4,3,0.663,0.6,0,5.9,3.2,38.9,0,0,8.1,17.3,144,125,-0.1,8,2020-2021
2021/1/11,35,PHO,WAS,L,@,regular,1,36.2,5,10,0.5,0,1,0,4,4,1,0,5,5,11,1,0,1,3,14,17,-10,0.595,0.5,0,13.8,7,45.1,1.4,0,7.8,15.9,132,132,1.9,-21,2020-2021
2021/1/18,35,PHO,MEM,L,@,regular,1,31.28,7,13,0.538,2,5,0.4,0,0,0,0,3,3,7,2,0,6,4,16,9.9,5,0.615,0.615,0,11.2,5.5,36.7,3.2,0,31.6,25.8,93,110,0,-4,2020-2021
2021/1/20,35,PHO,HOU,W,@,regular,1,30.88,4,9,0.444,1,3,0.333,4,4,1,0,4,4,4,1,1,4,1,13,9.6,4,0.604,0.5,0,14.1,7.4,17.4,1.5,2.7,27.1,20.1,97,100,-1.6,6,2020-2021
2021/1/22,35,PHO,DEN,L,Home,regular,1,38.63,5,15,0.333,1,5,0.2,0,0,0,0,4,4,15,1,0,4,5,11,9.2,-9,0.367,0.367,0,11.9,6.2,51.3,1.3,0,21.1,22.4,99,124,-5.8,-4,2020-2021
2021/1/23,35,PHO,DEN,L,Home,regular,1,42,9,20,0.45,1,6,0.167,2,2,1,1,8,9,13,2,0,2,2,21,22,13,0.503,0.475,2.3,20.1,10.8,62.8,2.5,0,8.7,26.6,113,105,7.9,-8,2020-2021
2021/1/27,35,PHO,OKC,L,Home,regular,1,34.63,12,21,0.571,3,8,0.375,5,5,1,1,4,5,5,1,0,4,4,32,22.9,3,0.69,0.643,2.7,12.3,7.1,35.8,1.4,0,14.7,33.3,122,104,9.6,-5,2020-2021
2021/1/28,35,PHO,GSW,W,Home,regular,1,27.13,6,13,0.462,1,2,0.5,0,0,0,1,2,3,4,2,0,4,1,13,8,27,0.5,0.5,3.9,5.9,5.1,23.3,3.5,0,23.5,26.8,83,91,-4.2,21,2020-2021
2021/1/30,35,PHO,DAL,W,@,regular,1,35.17,8,18,0.444,1,3,0.333,12,13,0.923,1,2,3,12,4,0,3,3,29,28.7,5,0.611,0.472,3.3,7.2,5.2,62.8,5.6,0,11.2,33.9,131,101,15.2,6,2020-2021
2021/2/1,35,PHO,DAL,W,@,regular,1,38.05,14,20,0.7,4,7,0.571,2,2,1,2,7,9,9,2,0,5,3,34,31.2,-3,0.814,0.8,5.5,21.5,13.1,44.8,2.5,0,19.3,28.8,141,105,17.3,1,2020-2021
2021/2/3,35,PHO,NOP,L,@,regular,1,25.02,4,7,0.571,1,2,0.5,1,1,1,0,0,0,4,1,0,1,2,10,8.7,-20,0.672,0.643,0,0,0,25.3,2.1,0,11.8,15.5,129,137,-1.4,-22,2020-2021
2021/2/5,35,PHO,DET,W,Home,regular,1,29.5,7,14,0.5,3,7,0.429,3,3,1,0,7,7,9,1,0,2,3,20,19.2,20,0.653,0.607,0,20,12,47.8,1.6,0,11.5,24.9,136,90,11.2,17,2020-2021
2021/2/7,35,PHO,BOS,W,Home,regular,1,32.97,6,14,0.429,0,5,0,3,3,1,0,3,3,2,1,1,1,1,15,10.2,19,0.49,0.429,0,8.1,4.8,9.3,1.7,3,6.1,24.4,101,107,-3.4,9,2020-2021
2021/2/10,35,PHO,MIL,W,Home,regular,1,32.43,10,20,0.5,4,7,0.571,4,4,1,0,3,3,7,2,1,1,2,28,24.7,-3,0.643,0.6,0,9.9,5.2,33.2,3.1,3.1,4.4,30.9,142,125,11.7,1,2020-2021
2021/2/13,35,PHO,PHI,W,Home,regular,1,33.35,8,13,0.615,2,4,0.5,0,0,0,1,7,8,10,1,1,4,3,18,18.4,2,0.692,0.692,4.6,28,17.2,39.4,1.6,2.6,23.5,24.6,125,117,6.4,9,2020-2021
2021/2/14,35,PHO,ORL,W,Home,regular,1,28.45,5,9,0.556,2,3,0.667,0,0,0,0,6,6,9,2,0,2,4,12,14.2,25,0.667,0.667,0,17.8,9.5,46.6,3.5,0,18.2,17.3,129,88,7.8,19,2020-2021
2021/2/16,35,PHO,BRK,L,Home,regular,1,35.45,12,20,0.6,4,8,0.5,1,1,1,1,3,4,7,1,0,0,0,29,27.3,-9,0.709,0.7,3.7,11.9,7.6,29.9,1.4,0,0,27.9,149,138,8.5,-4,2020-2021
2021/2/19,35,PHO,NOP,W,@,regular,1,30.68,6,11,0.545,3,5,0.6,0,0,0,0,4,4,19,2,1,2,1,15,24.5,20,0.682,0.682,0,16,8.5,71.4,3.1,3.1,15.4,19.1,158,110,16.4,18,2020-2021
2021/2/20,35,PHO,MEM,W,@,regular,1,22.48,6,9,0.667,4,5,0.8,0,0,0,0,2,2,6,0,0,1,2,16,15.1,13,0.889,0.889,0,8.1,4.7,38.6,0,0,10,21,162,109,9.5,31,2020-2021
2021/2/22,35,PHO,POR,W,Home,regular,1,25.15,1,9,0.111,0,1,0,0,0,0,0,3,3,9,1,0,2,0,2,2.3,20,0.111,0.111,0,13.3,6.4,35.7,2,0,18.2,18.4,71,106,-11.5,32,2020-2021
2021/2/24,35,PHO,CHO,L,Home,regular,1,37.57,7,14,0.5,3,7,0.429,3,4,0.75,0,8,8,10,1,1,3,5,20,18.7,11,0.635,0.607,0,23.8,11.7,36.4,1.2,2.5,16,21.2,123,120,2.8,-3,2020-2021
2021/2/26,35,PHO,CHI,W,@,regular,1,34.73,5,11,0.455,0,4,0,4,4,1,1,5,6,15,3,0,3,2,14,20.2,28,0.549,0.455,3.6,20.9,11.7,55.9,4.4,0,19,21.4,117,100,7.2,9,2020-2021
2021/2/28,35,PHO,MIN,W,@,regular,1,32.1,5,8,0.625,1,2,0.5,0,0,0,0,6,6,15,1,0,4,1,11,16.3,18,0.688,0.688,0,18.3,9.9,61.4,1.4,0,33.3,15.5,121,95,6.7,19,2020-2021
2021/3/2,35,PHO,LAL,W,@,regular,1,33.17,1,4,0.25,1,3,0.333,5,6,0.833,0,5,5,10,0,1,1,1,8,13,0,0.602,0.375,0,20.7,10.5,39.6,0,3,13.1,10.9,150,114,2.1,10,2020-2021
2021/3/4,35,PHO,GSW,W,Home,regular,1,21.32,3,6,0.5,2,3,0.667,2,2,1,0,4,4,3,0,0,4,1,10,5.9,1,0.727,0.667,0,18.4,9.8,16,0,0,36.8,20.8,97,100,-4.8,22,2020-2021
2021/3/11,35,PHO,POR,W,@,regular,1,31.6,7,15,0.467,2,4,0.5,3,3,1,0,5,5,7,0,0,2,4,19,14.1,-12,0.582,0.533,0,15.8,9.6,27.7,0,0,10.9,26.7,120,128,-3.2,6,2020-2021
2021/3/13,35,PHO,IND,L,Home,regular,1,34.33,2,10,0.2,1,4,0.25,3,4,0.75,0,4,4,10,4,0,2,5,8,9.6,6,0.34,0.25,0,14.3,6.6,34.8,5.5,0,14.5,16.8,94,113,-2,-11,2020-2021
2021/3/15,35,PHO,MEM,W,Home,regular,1,28.05,9,11,0.818,0,0,0,0,0,0,0,3,3,7,4,0,4,1,18,19.3,14,0.818,0.818,0,10.9,6.3,37.9,7,0,26.7,24.5,126,93,12.6,23,2020-2021
2021/3/18,35,PHO,MIN,L,Home,regular,1,31.45,7,14,0.5,1,4,0.25,2,2,1,0,7,7,5,4,0,2,1,17,17.2,-8,0.571,0.536,0,21.8,12.6,22.2,5.8,0,11.8,22.3,116,106,4.3,-4,2020-2021
2021/3/19,35,PHO,MIN,W,Home,regular,1,33.62,8,16,0.5,1,2,0.5,3,3,1,0,1,1,9,0,0,3,1,20,15.2,11,0.577,0.531,0,3.7,1.8,40.7,0,0,14.8,26,115,106,0.6,12,2020-2021
2021/3/21,35,PHO,LAL,W,Home,regular,1,32.4,3,11,0.273,0,3,0,5,6,0.833,1,9,10,13,3,1,2,2,11,17.5,8,0.403,0.273,3.4,27.2,16.1,51.3,4.5,2.5,12.8,21.6,109,87,7.8,17,2020-2021
2021/3/23,35,PHO,MIA,W,@,regular,1,27.43,4,7,0.571,0,2,0,0,0,0,0,3,3,9,1,0,0,2,8,12.1,19,0.571,0.571,0,10.9,5.9,41.4,2,0,0,12.1,149,113,4.1,10,2020-2021
2021/3/24,35,PHO,ORL,L,@,regular,1,32.4,8,15,0.533,1,3,0.333,6,6,1,0,6,6,7,1,0,1,4,23,20.8,3,0.652,0.567,0,19.3,9.3,36.8,1.5,0,5.4,25.6,137,116,5.8,-1,2020-2021
2021/3/26,35,PHO,TOR,W,@,regular,1,35.75,8,16,0.5,1,5,0.2,2,2,1,1,5,6,8,2,0,2,3,19,17.6,4,0.563,0.531,3.4,14.9,9.5,33.3,2.8,0,10.6,23.7,118,101,5.6,4,2020-2021
2021/3/28,35,PHO,CHO,W,@,regular,1,38.18,5,16,0.313,1,5,0.2,5,6,0.833,0,2,2,1,2,0,4,2,16,4.9,1,0.429,0.344,0,6.2,2.7,5.1,2.9,0,17.7,25.6,82,106,-7.1,4,2020-2021
2021/3/30,35,PHO,ATL,W,Home,regular,1,30.65,5,10,0.5,0,2,0,2,2,1,0,3,3,8,2,0,3,1,12,12.1,4,0.551,0.5,0,10.7,5.5,33.7,3.3,0,21.6,20,111,113,0.9,7,2020-2021
2021/3/31,35,PHO,CHI,W,Home,regular,1,32.03,7,13,0.538,0,0,0,5,7,0.714,0,4,4,14,0,0,1,3,19,20.7,10,0.591,0.538,0,13,7.3,59.1,0,0,5.9,25.5,139,128,3.5,5,2020-2021
2021/4/2,35,PHO,OKC,W,Home,regular,1,21.8,8,8,1,1,1,1,0,0,0,1,4,5,12,3,0,1,2,17,26.1,16,1.063,1.063,6.7,19.1,13.9,72.6,6.5,0,11.1,18.1,200,94,27.6,37,2020-2021
2021/4/5,35,PHO,HOU,W,@,regular,1,35.05,6,9,0.667,3,5,0.6,4,5,0.8,0,5,5,11,4,0,2,2,19,25.1,3,0.848,0.833,0,19,9.1,42.1,5.3,0,15.2,16.3,161,119,11.3,3,2020-2021
2021/4/7,35,PHO,UTA,W,Home,regular,1,42.95,12,24,0.5,3,7,0.429,2,2,1,0,4,4,9,1,0,5,1,29,20.1,17,0.583,0.563,0,9.5,4.7,36.8,1.1,0,16.7,29.8,112,106,5.5,4,2020-2021
2021/4/8,35,PHO,LAC,L,@,regular,1,31.63,4,11,0.364,0,3,0,5,5,1,1,6,7,3,1,0,2,4,13,8.9,-16,0.492,0.364,4.3,25.3,15,15.2,1.7,0,13.2,23.5,104,128,-6.8,-10,2020-2021
2021/4/10,35,PHO,WAS,W,Home,regular,1,25,6,11,0.545,0,2,0,1,1,1,1,4,5,10,1,0,0,1,13,17.2,25,0.568,0.545,4.1,16.3,10.2,44.2,1.8,0,0,19.4,143,101,6.7,28,2020-2021
2021/4/12,35,PHO,HOU,W,Home,regular,1,26.6,2,8,0.25,2,3,0.667,3,3,1,0,4,4,10,2,0,0,0,9,14.4,-9,0.483,0.375,0,17.2,7.8,43.6,3.5,0,0,14.6,149,116,4.7,6,2020-2021
2021/4/13,35,PHO,MIA,W,Home,regular,1,25.72,2,7,0.286,1,3,0.333,0,0,0,0,2,2,9,3,0,1,4,5,8.2,4,0.357,0.357,0,7.9,4.4,49,5.8,0,12.5,13.7,112,84,4.9,20,2020-2021
2021/4/15,35,PHO,SAC,W,Home,regular,1,29.68,6,12,0.5,1,4,0.25,0,0,0,1,2,3,11,3,0,0,1,13,18.6,18,0.542,0.542,4.3,9.8,6.8,46.4,5.2,0,0,18.8,149,116,9.3,8,2020-2021
2021/4/17,35,PHO,SAS,L,Home,regular,1,22.32,3,10,0.3,0,1,0,0,0,0,1,2,3,6,0,0,0,0,6,5.7,-25,0.3,0.3,3.8,11.3,6.9,43.7,0,0,0,19.4,93,118,-2.9,-26,2020-2021
2021/4/19,35,PHO,MIL,W,@,regular,1,38.02,10,20,0.5,2,4,0.5,0,0,0,0,7,7,13,1,0,2,1,22,21.8,9,0.55,0.55,0,21.2,10.2,48.9,1.3,0,9.1,25.3,122,116,5.9,1,2020-2021
2021/4/21,35,PHO,PHI,W,@,regular,1,33.92,10,17,0.588,5,8,0.625,3,4,0.75,1,2,3,8,0,1,0,1,28,26.9,3,0.746,0.735,3.5,7.6,5.5,42.2,0,2.6,0,25.7,162,130,15.1,3,2020-2021
2021/4/22,35,PHO,BOS,L,@,regular,1,38.1,8,16,0.5,3,7,0.429,3,3,1,0,8,8,8,2,0,4,4,22,18.4,-7,0.635,0.594,0,26.5,11.7,38.9,2.6,0,18.8,24.7,113,100,8.5,-13,2020-2021
2021/4/25,35,PHO,BRK,L,@,regular,1,33.02,5,11,0.455,2,5,0.4,2,2,1,0,4,4,8,0,0,6,5,14,7.1,-8,0.589,0.545,0,14.9,6.7,32.6,0,0,33.6,23,96,137,-7.6,-9,2020-2021
2021/4/26,35,PHO,NYK,W,@,regular,1,33.9,8,12,0.667,2,3,0.667,2,2,1,0,5,5,6,0,2,2,3,20,18.7,9,0.776,0.75,0,18.6,9.8,25.2,0,4.9,13.4,21.4,143,118,6,8,2020-2021
2021/4/28,35,PHO,LAC,W,Home,regular,1,32.25,10,15,0.667,4,8,0.5,4,4,1,0,3,3,10,3,0,3,2,28,28.6,10,0.835,0.8,0,12.8,5.5,52.9,4.9,0,15.2,27.6,155,107,22.7,8,2020-2021
2021/4/30,35,PHO,UTA,W,Home,regular,1,20.82,5,9,0.556,0,1,0,2,2,1,0,3,3,9,1,1,4,1,12,12.2,4,0.607,0.556,0,15.7,8.6,56.9,2.4,5.6,28.8,29.8,111,103,6,21,2020-2021
2021/5/2,35,PHO,OKC,W,@,regular,1,27.82,7,13,0.538,2,5,0.4,2,2,1,0,1,1,11,0,0,4,1,18,15.3,2,0.648,0.615,0,3.6,2,57.7,0,0,22.4,29.1,122,132,-0.6,3,2020-2021
2021/5/4,35,PHO,CLE,W,@,regular,1,35.52,8,16,0.5,2,3,0.667,5,5,1,0,6,6,16,4,2,0,4,23,31.8,20,0.632,0.563,0,19.9,9.9,55.4,5.7,4.9,0,23.1,157,102,19.7,16,2020-2021
2021/5/5,35,PHO,ATL,L,@,regular,1,23.93,3,11,0.273,1,2,0.5,2,2,1,1,1,2,6,1,0,2,0,9,6.7,-26,0.379,0.318,4.3,6.9,5.3,44.6,2.2,0,14.4,27.6,91,150,-7.4,-32,2020-2021
2021/5/7,36,PHO,NYK,W,Home,regular,1,29.93,6,11,0.545,2,3,0.667,3,4,0.75,0,6,6,11,0,0,0,3,17,19.6,21,0.666,0.636,0,21.9,11.2,52.8,0,0,0,18.9,160,109,9.4,23,2020-2021
2021/5/9,36,PHO,LAL,L,@,regular,1,34.07,6,13,0.462,1,2,0.5,0,0,0,0,4,4,10,4,1,5,5,13,12.2,-1,0.5,0.5,0,13.1,7.7,46.1,5.9,2.8,27.8,25.6,95,120,-0.2,-13,2020-2021
2021/5/11,36,PHO,GSW,L,@,regular,1,32.8,9,17,0.529,2,7,0.286,4,4,1,0,3,3,10,1,1,3,4,24,20.7,-10,0.64,0.588,0,10.5,5.8,52.6,1.6,2.7,13.8,32.6,129,130,4.6,-6,2020-2021
2021/5/13,36,PHO,POR,W,Home,regular,1,32.12,11,14,0.786,2,2,1,2,2,1,0,0,0,7,0,0,1,3,26,23.3,-3,0.874,0.857,0,0,0,42.6,0,0,6.3,21.5,171,122,12.3,1,2020-2021
2021/5/15,36,PHO,SAS,W,@,regular,1,24.67,7,10,0.7,1,2,0.5,1,1,1,0,5,5,10,1,0,2,1,16,18.9,26,0.766,0.75,0,20.7,11.1,50.7,1.8,0,16.1,21.3,148,97,9.6,37,2020-2021
2019/10/23,34,OKC,UTA,L,@,regular,1,30.12,7,15,0.467,4,7,0.571,4,4,1,1,7,8,3,1,0,1,4,22,17.6,4,0.656,0.6,3.5,21.5,13.1,22.9,1.6,0,5.6,25.8,130,99,11.9,-5,2019-2020
2019/10/25,34,OKC,WAS,L,Home,regular,1,30.03,3,9,0.333,0,2,0,0,3,0,0,2,2,4,0,0,5,1,6,-2.3,-7,0.291,0.333,0,6.4,3.3,22.7,0,0,32.6,22.1,49,101,-14,-12,2019-2020
2019/10/27,34,OKC,GSW,W,Home,regular,1,19.07,2,5,0.4,2,2,1,4,4,1,0,2,2,2,1,0,0,1,10,9.9,21,0.74,0.6,0,9.3,5.7,12.9,2.5,0,0,15.4,167,92,6.7,28,2019-2020
2019/10/28,34,OKC,HOU,L,@,regular,1,33.92,6,14,0.429,3,7,0.429,0,2,0,0,4,4,4,2,0,6,4,15,5.2,-3,0.504,0.536,0,12.6,6.2,17.4,2.8,0,28.7,25.1,80,112,-6.7,-4,2019-2020
2019/10/30,34,OKC,POR,L,Home,regular,1,31.43,5,10,0.5,1,4,0.25,10,11,0.909,0,5,5,5,2,0,4,1,21,18.2,4,0.708,0.55,0,15,7.3,30.1,3,0,21.2,24.3,121,97,8.9,-3,2019-2020
2019/11/2,34,OKC,NOP,W,Home,regular,1,29.28,5,9,0.556,3,5,0.6,2,2,1,1,0,1,9,3,0,3,2,15,16.9,11,0.759,0.722,3.5,0,1.6,45,4.9,0,23.3,18.8,137,104,10.8,11,2019-2020
2019/11/5,34,OKC,ORL,W,Home,regular,1,32.08,6,15,0.4,2,6,0.333,6,6,1,0,2,2,6,3,0,0,3,20,18.5,5,0.567,0.467,0,6.4,3.3,32,4.9,0,0,25.4,128,100,10.6,8,2019-2020
2019/11/7,34,OKC,SAS,L,@,regular,1,30.85,7,14,0.5,2,4,0.5,3,4,0.75,0,2,2,5,1,0,1,1,19,15.3,-12,0.603,0.571,0,8,4,25,1.6,0,6,25.2,120,126,1.1,-9,2019-2020
2019/11/9,34,OKC,GSW,W,Home,regular,1,30.57,5,11,0.455,0,3,0,6,6,1,0,5,5,9,3,0,3,2,16,17.3,10,0.587,0.455,0,19.2,10.3,40.2,4.8,0,18,25,122,104,2.9,6,2019-2020
2019/11/10,34,OKC,MIL,L,Home,regular,1,31.77,6,11,0.545,3,5,0.6,2,2,1,0,5,5,5,1,0,3,1,17,14.3,-7,0.715,0.682,0,21.6,9.1,21,1.4,0,20.2,19.8,116,115,0.5,-2,2019-2020
2019/11/12,34,OKC,IND,L,@,regular,1,24.97,2,7,0.286,0,2,0,3,4,0.75,0,4,4,8,3,0,3,2,7,8.5,-10,0.4,0.286,0,18.3,8.5,61.1,5.9,0,25.5,21,83,105,1.1,-26,2019-2020
2019/11/15,34,OKC,PHI,W,Home,regular,1,38.47,7,13,0.538,1,3,0.333,12,12,1,1,7,8,5,0,0,0,3,27,25.8,16,0.739,0.577,3.8,22.4,14,22,0,0,0,23.5,163,122,7,8,2019-2020
2019/11/18,34,OKC,LAC,L,@,regular,1,33.33,5,10,0.5,2,4,0.5,10,11,0.909,0,4,4,4,4,0,1,3,22,22.4,-1,0.741,0.6,0,11.8,6.1,27.7,6.1,0,6.3,21.9,149,90,16,-2,2019-2020
2019/11/19,34,OKC,LAL,L,@,regular,1,30.18,1,7,0.143,0,2,0,2,2,1,0,5,5,10,4,0,1,5,4,9,1,0.254,0.143,0,17.7,9.4,43.7,6.6,0,11.3,13.3,97,104,1.5,-5,2019-2020
2019/11/22,34,OKC,LAL,L,Home,regular,1,31.77,5,11,0.455,2,6,0.333,6,7,0.857,1,3,4,7,1,0,1,4,18,16.8,-12,0.639,0.545,3.8,10.8,7.4,25.5,1.5,0,6.6,20.2,138,127,2.7,-3,2019-2020
2019/11/25,34,OKC,GSW,W,@,regular,1,34.92,7,15,0.467,4,8,0.5,2,2,1,1,6,7,5,1,0,3,2,20,15.5,-1,0.63,0.6,3.4,19.2,11.5,22.6,1.5,0,15.9,24.8,114,105,1.8,3,2019-2020
2019/11/27,34,OKC,POR,L,@,regular,1,25.15,6,12,0.5,0,4,0,4,4,1,0,2,2,5,0,0,0,0,16,14.1,-13,0.581,0.5,0,9.5,4.1,34.6,0,0,0,23.7,131,139,1.1,-17,2019-2020
2019/11/29,34,OKC,NOP,W,Home,regular,1,28.95,3,9,0.333,1,6,0.167,0,0,0,0,6,6,5,2,0,1,4,7,6.6,7,0.389,0.389,0,23.1,11.6,21.8,3.3,0,10,15.3,91,100,-4.9,5,2019-2020
2019/12/1,34,OKC,NOP,W,@,regular,1,33.1,6,9,0.667,2,3,0.667,2,2,1,0,4,4,8,0,0,2,2,16,16.1,10,0.81,0.778,0,12.9,6.6,39.6,0,0,16.8,16.7,146,110,5.6,3,2019-2020
2019/12/4,34,OKC,IND,L,Home,regular,1,33.42,2,9,0.222,0,2,0,0,0,0,0,3,3,10,0,0,0,2,4,5.6,-6,0.222,0.222,0,10.8,5.7,37.7,0,0,0,13,98,125,-6.5,-7,2019-2020
2019/12/6,34,OKC,MIN,W,Home,regular,1,37.35,11,20,0.55,1,3,0.333,7,7,1,1,3,4,7,0,2,0,4,30,26.7,19,0.65,0.575,4.1,10.6,7.6,29.7,0,4.9,0,28.3,150,125,7.8,12,2019-2020
2019/12/8,34,OKC,POR,W,@,regular,1,31.23,7,17,0.412,2,6,0.333,4,5,0.8,0,4,4,2,3,0,0,2,20,15.3,4,0.521,0.471,0,10.4,5.9,12.7,4.9,0,0,26.8,120,98,9.1,12,2019-2020
2019/12/9,34,OKC,UTA,W,@,regular,1,30.4,7,15,0.467,0,4,0,2,2,1,0,4,4,7,3,0,1,2,16,15.6,20,0.504,0.467,0,12.4,6.7,38.2,4.7,0,5.9,25.8,106,87,5.7,14,2019-2020
2019/12/11,34,OKC,SAC,L,@,regular,1,35.08,3,9,0.333,2,5,0.4,0,0,0,0,7,7,12,0,3,1,2,8,13.7,14,0.444,0.444,0,22.8,11.4,54.9,0,7.2,10,13.4,121,96,5.8,-1,2019-2020
2019/12/14,34,OKC,DEN,L,@,regular,1,33.77,5,8,0.625,0,2,0,5,6,0.833,0,4,4,10,4,0,3,2,15,19.4,-9,0.705,0.625,0,14.2,7,46,5.8,0,22,18.3,128,104,11.5,-8,2019-2020
2019/12/16,34,OKC,CHI,W,Home,regular,1,36.07,9,12,0.75,6,8,0.75,6,6,1,1,9,10,8,2,0,5,3,30,30,4,1.025,1,3.8,31.5,18.2,46.2,2.7,0,25.5,24.4,157,106,17,3,2019-2020
2019/12/18,34,OKC,MEM,W,Home,regular,1,30.65,6,10,0.6,1,2,0.5,5,5,1,0,4,4,5,2,0,0,2,18,19.3,-18,0.738,0.65,0,14.2,7.6,21.4,3.1,0,0,17.2,159,117,7,4,2019-2020
2019/12/20,34,OKC,PHO,W,Home,regular,1,27.62,5,8,0.625,0,1,0,5,6,0.833,0,2,2,7,1,0,3,3,15,13.3,0,0.705,0.625,0,7.7,4.5,30.2,1.8,0,22,21.3,129,113,2.1,18,2019-2020
2019/12/22,34,OKC,LAC,W,Home,regular,1,35.97,5,13,0.385,2,5,0.4,0,0,0,2,5,7,6,0,0,1,3,12,9.8,-1,0.462,0.462,5.6,15.5,10.3,20.4,0,0,7.1,15.9,116,119,-4,6,2019-2020
2019/12/26,34,OKC,MEM,L,Home,regular,1,33.75,9,15,0.6,2,4,0.5,3,3,1,0,6,6,11,3,0,3,3,23,24.4,8,0.705,0.667,0,24.4,10.2,62.1,4.4,0,15.5,25.7,130,110,13.1,-13,2019-2020
2019/12/27,34,OKC,CHO,W,@,regular,1,34.92,6,20,0.3,0,6,0,4,4,1,1,6,7,6,1,0,1,2,16,10.3,-5,0.368,0.3,3.2,16.3,10.3,29.5,1.5,0,4.4,29.6,89,98,-2.5,2,2019-2020
2019/12/29,34,OKC,TOR,W,@,regular,1,33.78,9,18,0.5,3,6,0.5,4,4,1,0,11,11,8,0,0,5,1,25,19.5,12,0.633,0.583,0,36.3,18.4,53.6,0,0,20.2,33.5,113,105,6.2,1,2019-2020
2019/12/31,34,OKC,DAL,W,Home,regular,1,35.63,7,15,0.467,1,2,0.5,2,2,1,1,7,8,7,1,0,4,2,17,13.2,17,0.535,0.5,2.7,17.1,10.3,31.9,1.4,0,20.1,23.4,105,107,1.7,5,2019-2020
2020/1/2,34,OKC,SAS,W,@,regular,1,32.27,8,14,0.571,0,2,0,0,0,0,0,8,8,5,2,0,1,2,16,15.5,-1,0.571,0.571,0,24.3,13.5,23.9,3.3,0,6.7,21.9,119,108,2.7,6,2019-2020
2020/1/4,34,OKC,CLE,W,@,regular,1,30.4,3,9,0.333,0,4,0,1,2,0.5,0,4,4,10,0,0,4,2,7,4.9,7,0.354,0.333,0,14.7,6.7,41.3,0,0,28.8,18.5,88,115,-9.9,15,2019-2020
2020/1/6,34,OKC,PHI,L,@,regular,1,32.48,6,16,0.375,4,8,0.5,2,2,1,1,7,8,6,1,0,4,5,18,11.2,-1,0.533,0.5,3.1,24.6,13.3,28.5,1.5,0,19.2,26.9,105,120,0.3,-7,2019-2020
2020/1/7,34,OKC,BRK,W,@,regular,1,37.68,9,15,0.6,4,8,0.5,6,6,1,0,6,6,3,2,0,3,2,28,23.2,11,0.794,0.733,0,15.6,8.2,16.6,2.6,0,14.5,24.2,135,94,10.2,8,2019-2020
2020/1/9,34,OKC,HOU,W,Home,regular,1,27.58,7,14,0.5,3,7,0.429,1,2,0.5,0,6,6,5,4,0,1,1,18,18.5,17,0.605,0.607,0,20.5,11.5,28.2,7.1,0,6.3,25.4,125,81,14.8,21,2019-2020
