Date,Age,Tm,Opp,Result,Game Type,Seasontype,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
2006/11/18,21-196,NOK,MIN,W (+3),@,regular,1,36:42:00,12,18,0.667,1,1,1,10,11,0.909,2,3,5,6,1,0,5,2,35,28.5,-5,0.766,0.694,6.2,8.7,7.5,33.7,1.4,0,18,35.1,134,108,14.2
2006/11/21,21-199,NOK,MIA,W (+15),,regular,1,33:31:00,3,13,0.231,0,0,,5,7,0.714,2,3,5,10,1,0,3,1,11,9.2,4,0.342,0.231,5.4,8,6.7,43.8,1.5,0,15.7,24.2,91,95,-2.8
2006/11/22,21-200,NOK,PHO,L (-9),@,regular,1,38:54:00,8,16,0.5,0,1,0,2,2,1,1,2,3,4,3,0,4,3,18,11.9,-9,0.533,0.5,2.5,7.7,4.6,20.5,4.1,0,19.2,24.7,98,101,3.7
2006/11/24,21-202,NOK,MIN,L (-7),,regular,1,36:10:00,4,11,0.364,0,1,0,10,10,1,1,5,6,7,2,0,0,2,18,20.2,0,0.584,0.364,2.5,16.2,8.5,42.8,3,0,0,20.6,135,95,11
2006/11/25,21-203,NOK,DAL,L (-12),@,regular,1,32:33:00,5,14,0.357,0,0,,2,2,1,0,1,1,4,5,0,3,3,12,8.1,-17,0.403,0.357,0,3.4,1.6,28.6,8,0,16.8,24.5,80,85,5.7
2006/11/28,21-206,NOK,TOR,L (-17),,regular,1,37:37:00,6,16,0.375,1,2,0.5,3,6,0.5,2,2,4,11,4,0,3,4,16,15.1,-11,0.429,0.406,6.2,6.1,6.1,57.7,6.1,0,13.9,27.6,100,106,8.6
2006/12/1,21-209,NOK,CHI,L (-3),,regular,1,48:00:00,6,13,0.462,1,2,0.5,12,15,0.8,2,9,11,18,5,1,7,1,25,32.1,-3,0.638,0.5,4.5,20.9,12.6,60,5,1.5,26.3,23.4,121,102,11.7
2006/12/6,21-214,NOK,LAL,W (+16),@,regular,1,41:50:00,11,22,0.5,0,2,0,4,6,0.667,3,3,6,11,3,0,3,1,26,24.5,17,0.528,0.5,7.5,10.1,8.6,40.2,3.7,0,10.9,27.7,124,94,11
2006/12/8,21-216,NOK,SEA,L (-20),@,regular,1,37:52:00,6,14,0.429,0,0,,4,7,0.571,1,4,5,6,1,0,5,4,16,7.9,-6,0.468,0.429,3.1,13,7.9,37.3,1.3,0,22.6,25.6,86,100,-1.7
2006/12/9,21-217,NOK,GSW,L (-21),@,regular,1,36:15:00,4,12,0.333,0,4,0,3,4,0.75,0,3,3,5,1,0,4,5,11,3.2,-12,0.4,0.333,0,9.9,5,26.8,1.4,0,22.5,23.9,74,113,-10.3
2006/12/11,21-219,NOK,CLE,W (+6),,regular,1,45:38:00,11,16,0.688,0,2,0,8,9,0.889,0,5,5,11,2,0,1,1,30,32.6,7,0.752,0.688,0,11.4,6.8,40.7,2.7,0,4.8,24.8,158,111,15.6
2006/12/14,21-222,NOK,SAS,L (-26),,regular,1,36:00:00,2,11,0.182,0,2,0,2,2,1,1,3,4,12,1,0,5,1,6,4.7,-23,0.253,0.182,3.1,11.8,6.9,54.5,1.5,0,29.6,22.4,66,117,-6.6
2006/12/16,21-224,NOK,DAL,L (-11),,regular,1,48:00:00,14,23,0.609,1,1,1,1,3,0.333,0,12,12,8,0,0,2,2,30,25.1,-11,0.617,0.63,0,26.7,13.5,40,0,0,7.6,27.5,118,103,8.9
2006/12/18,21-226,NOK,MIA,L (-2),@,regular,1,42:32:00,8,15,0.533,1,1,1,9,12,0.75,0,6,6,8,3,0,4,3,26,22.7,-4,0.641,0.567,0,20.5,10,30.1,3.9,0,16.5,26.8,125,111,8.8
2006/12/20,21-228,NOK,ORL,L (-3),@,regular,1,43:01:00,5,14,0.357,0,0,,9,11,0.818,1,4,5,10,1,0,2,3,19,17.1,-6,0.504,0.357,2.8,12.1,7.2,60.6,1.3,0,9.6,23.1,122,104,4.6
2006/12/22,21-230,NOK,MEM,W (+3),,regular,1,47:34:00,3,12,0.25,1,4,0.25,8,11,0.727,0,1,1,14,0,0,3,1,15,13.3,1,0.445,0.292,0,2.5,1.2,46.3,0,0,15.1,20,112,114,-0.4
2006/12/23,21-231,NOK,SAS,L (-35),,regular,1,30:11:00,9,18,0.5,0,3,0,2,2,1,0,1,1,3,1,0,2,1,20,12,-29,0.53,0.5,0,5.7,2.2,28.6,1.9,0,9.6,32.1,110,132,4
2006/12/26,21-234,NOK,SEA,L (-8),@,regular,1,10:42,1,2,0.5,1,1,1,3,3,1,0,2,2,7,0,0,0,0,6,10.5,3,0.904,0.75,0,26.4,11.8,96.6,0,0,0,14,204,114,25.9
2006/12/27,21-235,NOK,POR,L (-15),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2006/12/29,21-237,NOK,DEN,W (+10),,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2006/12/30,21-238,NOK,DAL,L (-14),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2007/1/2,21-241,NOK,GSW,L (-8),,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2007/1/4,21-243,NOK,DET,L (-24),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/1/6,21-245,NOK,IND,L (-7),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/1/8,21-247,NOK,LAC,L (-10),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/1/10,21-249,NOK,ATL,W (+19),@,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/1/12,21-251,NOK,WAS,W (+7),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/1/16,21-255,NOK,ORL,W (+6),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/1/19,21-258,NOK,SAS,L (-13),@,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/1/20,21-259,NOK,LAL,W (+10),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/1/23,21-262,NOK,PHI,L (-6),@,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/1/24,21-263,NOK,TOR,L (-2),@,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/1/26,21-265,NOK,SAC,W (+4),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/1/27,21-266,NOK,UTA,W (+11),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/1/29,21-268,NOK,POR,W (+12),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/1/31,21-270,NOK,PHI,L (-11),,regular,1,28:35:00,4,11,0.364,1,3,0.333,0,0,,0,0,0,2,1,0,0,1,9,4.9,-27,0.409,0.409,0,0,0,11.9,2.1,0,0,18.9,93,115,-1.5
2007/2/2,21-272,NOK,MIN,W (+7),,regular,1,32:00:00,9,13,0.692,1,3,0.333,5,7,0.714,0,2,2,8,4,0,0,2,24,27.1,11,0.746,0.731,0,6.5,3.2,51.1,7,0,0,23.8,166,91,26.4
2007/2/3,21-273,NOK,HOU,W (+13),@,regular,1,32:06:00,4,12,0.333,1,2,0.5,3,4,0.75,0,4,4,9,4,0,2,4,12,12.7,16,0.436,0.375,0,12.7,7,58.5,7,0,12.7,24.3,104,77,8.5
2007/2/5,21-275,NOK,SAC,L (-6),@,regular,1,36:11:00,8,19,0.421,3,4,0.75,5,7,0.714,1,2,3,6,5,0,2,2,24,20.8,-10,0.543,0.5,2.8,8.8,5.1,28,6.9,0,8.3,28.1,115,100,12.7
2007/2/7,21-277,NOK,DEN,W (+2),@,regular,1,39:49:00,6,23,0.261,1,2,0.5,2,2,1,1,3,4,7,1,0,2,5,15,4.8,5,0.314,0.283,2.5,8,5.2,24.5,1.3,0,7.7,26.7,87,110,-7.8
2007/2/8,21-278,NOK,MIL,W (+8),,regular,1,46:56:00,3,17,0.176,0,2,0,8,8,1,2,3,5,10,2,0,5,4,14,8,8,0.341,0.176,3.9,6.6,5.1,35,2.3,0,19.6,22.1,89,98,-3.6
2007/2/10,21-280,NOK,MEM,W (+15),,regular,1,34:02:00,8,10,0.8,3,3,1,4,4,1,0,3,3,11,1,0,1,3,23,26.6,18,0.978,0.95,0,9.8,5.3,42.3,1.5,0,7.8,17.4,188,110,17
2007/2/13,21-283,NOK,MEM,L (-4),@,regular,1,34:37:00,0,7,0,0,1,0,5,6,0.833,1,2,3,10,1,0,3,5,5,4,3,0.259,0,2.3,5.9,3.9,33.8,1.4,0,23.7,13.4,82,111,-7.8
2007/2/14,21-284,NOK,SAC,W (+17),,regular,1,29:01:00,4,8,0.5,1,1,1,0,0,,0,4,4,6,0,0,1,2,9,8.6,20,0.563,0.563,0,14.7,8.5,25.9,0,0,11.1,14.4,126,105,-1.2
2007/2/20,21-290,NOK,CHA,L (-4),@,regular,1,36:57:00,6,13,0.462,1,1,1,7,9,0.778,1,2,3,7,1,0,4,3,20,14.5,11,0.59,0.5,3.2,6.2,4.7,30.1,1.4,0,19.1,25.2,114,115,2.1
2007/2/21,21-291,NOK,NJN,W (+4),@,regular,1,36:45:00,5,14,0.357,1,4,0.25,8,8,1,0,4,4,11,2,0,1,5,19,19.1,4,0.542,0.393,0,12.7,7.3,48.8,2.9,0,5.4,24.2,131,116,4.6
2007/2/23,21-293,NOK,SEA,W (+1),,regular,1,35:03:00,6,16,0.375,0,2,0,1,1,1,1,4,5,8,5,0,0,3,13,15.5,5,0.395,0.375,2.2,15.7,7,39.4,7.5,0,0,19.1,114,98,6.9
2007/2/27,21-297,NOK,CLE,L (-8),@,regular,1,32:25:00,3,6,0.5,0,0,,1,2,0.5,1,4,5,5,2,0,3,4,7,6.4,-12,0.509,0.5,3.6,15.6,9.4,21.4,3.2,0,30.4,14,90,102,-3.1
2007/2/28,21-298,NOK,ATL,W (+7),,regular,1,37:30:00,6,16,0.375,1,1,1,11,12,0.917,1,4,5,13,4,0,1,0,24,28.8,-1,0.564,0.406,3,14.6,8.2,58.8,5.6,0,4.5,26.2,138,104,16.5
2007/3/2,21-300,NOK,CHI,L (-11),@,regular,1,37:37:00,5,13,0.385,1,4,0.25,5,7,0.714,0,4,4,6,1,0,4,1,16,10.1,-17,0.498,0.423,0,16,6.7,29.9,1.3,0,19.9,23.4,93,110,-1.8
2007/3/4,21-302,NOK,UTA,L (-14),,regular,1,38:31:00,4,11,0.364,1,3,0.333,5,7,0.714,0,2,2,13,3,0,1,4,14,17.2,-6,0.497,0.409,0,6.4,3,49.1,4.3,0,6.6,18.4,125,121,8.4
2007/3/6,21-304,NOK,DEN,L (-15),@,regular,1,38:58:00,4,14,0.286,1,5,0.2,4,6,0.667,1,3,4,14,1,0,2,4,13,12.8,-9,0.391,0.321,2.3,9.5,5.4,55.5,1.3,0,10.7,20.3,106,116,0.6
2007/3/9,21-307,NOK,PHO,L (-1),@,regular,1,36:56:00,4,11,0.364,1,3,0.333,5,5,1,1,6,7,4,1,0,2,1,14,11.8,1,0.53,0.409,3.2,17,10.5,14.5,1.5,0,13.2,19.6,111,116,-2
2007/3/10,21-308,NOK,UTA,L (-10),@,regular,1,35:07:00,4,10,0.4,0,2,0,4,4,1,0,2,2,11,0,0,2,3,12,11.7,-11,0.51,0.4,0,6.7,3.6,54.6,0,0,14.5,19.5,114,117,-1.2
2007/3/13,21-311,NOK,NJN,L (-4),,regular,1,38:17:00,10,19,0.526,3,6,0.5,2,2,1,1,5,6,12,1,0,2,2,25,24.5,2,0.629,0.605,2.7,20.2,9.6,54.8,1.4,0,9.1,24.5,143,126,10.9
2007/3/16,21-314,NOK,NYK,W (+2),@,regular,1,40:09:00,6,15,0.4,1,2,0.5,7,8,0.875,1,4,5,8,0,0,2,0,20,17,0,0.54,0.433,3,13.7,8,40.1,0,0,9.7,24.1,133,115,4.3
2007/3/17,21-315,NOK,WAS,L (-22),@,regular,1,31:29:00,7,10,0.7,0,1,0,7,7,1,2,1,3,8,1,0,3,3,21,20.9,-17,0.803,0.7,7.8,4.2,6.1,43.1,1.6,0,18.7,23.6,145,136,7.4
2007/3/19,21-317,NOK,BOS,W (+18),,regular,1,29:17:00,5,8,0.625,2,2,1,3,4,0.75,1,4,5,6,3,0,3,3,15,15.9,20,0.768,0.75,4.6,16.4,10.8,30.9,5.3,0,23.5,20.4,132,88,10.7
2007/3/20,21-318,NOK,MEM,W (+11),@,regular,1,35:16:00,5,13,0.385,2,5,0.4,11,11,1,0,5,5,9,4,0,2,2,23,24.9,0,0.645,0.462,0,21.3,11.3,34.8,6.1,0,10.1,27.4,142,106,10.8
2007/3/23,21-321,NOK,LAL,L (-6),,regular,1,44:37:00,9,15,0.6,0,2,0,10,12,0.833,1,5,6,12,4,0,1,2,28,33.1,1,0.69,0.6,2.2,12.8,7,45.6,4.4,0,4.7,19.9,153,109,14.9
2007/3/25,21-323,NOK,HOU,W (+12),,regular,1,35:54:00,10,15,0.667,4,5,0.8,4,4,1,0,5,5,5,0,0,0,0,28,26.5,8,0.835,0.8,0,15.5,8.6,23.4,0,0,0,22.4,179,111,18.6
2007/3/27,21-325,NOK,DAL,L (-16),,regular,1,28:33:00,1,10,0.1,0,1,0,0,0,,1,3,4,3,3,0,2,2,2,-0.7,-37,0.1,0.1,4.1,15.8,9.2,15.6,6,0,16.7,19.2,42,117,-11.9
2007/3/28,21-326,NOK,SAS,L (-4),@,regular,1,39:17:00,5,14,0.357,1,2,0.5,9,10,0.9,1,4,5,9,2,0,4,5,20,16,-8,0.543,0.393,3.7,12.2,8.4,44.2,2.8,0,17.9,29.2,109,106,3.1
2007/3/31,21-329,NOK,NYK,W (+9),,regular,1,41:07:00,4,12,0.333,2,4,0.5,6,7,0.857,1,6,7,6,4,0,2,2,16,16.7,3,0.531,0.417,3.1,16.5,10.1,25.9,5.6,0,11.7,21.3,113,95,5.4
2007/4/3,21-332,NOK,MIL,W (+18),@,regular,1,29:32:00,3,10,0.3,1,6,0.167,1,1,1,0,2,2,14,0,0,3,3,8,8.4,11,0.383,0.35,0,8.3,4.5,61.3,0,0,22.3,19.9,113,109,-4.9
2007/4/4,21-333,NOK,SEA,W (+9),,regular,1,42:42:00,3,14,0.214,0,2,0,5,6,0.833,2,9,11,9,0,0,2,1,11,10,2,0.331,0.214,5.9,21.9,14.7,32.6,0,0,10.7,20.6,99,99,-4.6
2007/4/6,21-335,NOK,PHO,L (-8),,regular,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2007/4/7,21-336,NOK,MIN,W (+2),@,regular,1,36:13:00,6,12,0.5,3,6,0.5,3,6,0.5,1,2,3,10,3,1,1,1,18,21.4,5,0.615,0.625,2.4,7.8,4.4,60.1,4.3,2.5,6.4,17.8,136,95,16
2007/4/10,21-339,NOK,LAC,W (+3),,regular,1,42:23:00,7,15,0.467,0,3,0,3,5,0.6,2,5,7,10,0,1,3,2,17,15.3,12,0.494,0.467,5.8,12.8,9.5,44.3,0,1.7,14.9,24.5,106,109,1.1
2007/4/13,21-342,NOK,DEN,L (-2),,regular,1,37:39:00,8,21,0.381,1,4,0.25,1,2,0.5,1,2,3,8,1,0,3,2,18,10.2,-3,0.411,0.405,2.9,6.4,4.6,31.1,1.4,0,12.1,28.8,100,122,-3.8
2007/4/14,21-343,NOK,HOU,L (-11),@,regular,1,42:16:00,9,15,0.6,1,3,0.333,1,1,1,2,6,8,15,1,0,5,2,20,22,-3,0.648,0.633,7.1,22,14.4,49,1.2,0,24.5,22.1,124,134,4.4
2007/4/16,21-345,NOK,SAC,W (+7),@,regular,1,35:12:00,8,13,0.615,2,2,1,5,6,0.833,1,3,4,12,2,0,0,4,23,27.1,23,0.735,0.692,3.8,8.9,6.7,44.1,2.8,0,0,20,168,120,12.7
2007/4/18,21-347,NOK,LAC,W (+3),@,regular,1,36:04:00,3,9,0.333,0,1,0,0,0,,1,2,3,10,2,0,4,3,6,6,8,0.333,0.333,3.5,6.5,5.1,42.9,3.4,0,30.8,18.1,82,107,-4.5
2005/11/1,20-179,NOK,SAC,W (+26),,regular,1,33:32:00,3,7,0.429,1,3,0.333,6,6,1,0,8,8,4,2,1,4,0,13,13.2,23,0.674,0.5,0,20.4,13,18.6,3,2.1,29.3,19,105,65,6.4
2005/11/2,20-180,NOK,CLE,L (-22),@,regular,1,29:20:00,5,11,0.455,1,4,0.25,2,2,1,1,4,5,3,2,0,4,1,13,8.9,-19,0.547,0.5,3.7,20.5,10.8,20.6,3.7,0,25.2,25.7,89,120,-2.1
2005/11/5,20-183,NOK,HOU,W (+7),@,regular,1,33:04:00,6,14,0.429,1,5,0.2,2,3,0.667,1,3,4,8,2,0,1,4,15,13.8,4,0.49,0.464,3,10.6,6.5,49.9,3.3,0,6.1,23,110,97,5.5
2005/11/9,20-187,NOK,ORL,L (-5),,regular,1,35:29:00,4,13,0.308,0,1,0,2,2,1,1,3,4,4,3,0,0,4,10,8.3,-6,0.36,0.308,3.3,11.6,7.1,18.9,4.7,0,0,19.2,90,98,-0.6
2005/11/12,20-190,NOK,DAL,L (-6),,regular,1,36:14:00,10,14,0.714,2,6,0.333,4,5,0.8,1,2,3,5,1,0,5,4,26,19,-11,0.802,0.786,4.9,7,6.1,25.7,1.5,0,23.6,29.3,127,127,5
2005/11/15,20-193,NOK,MIA,L (-7),@,regular,1,43:45:00,5,13,0.385,0,2,0,6,7,0.857,1,1,2,10,1,0,2,4,16,13.9,-2,0.498,0.385,2.4,2.8,2.6,34.7,1.3,0,11.1,18.7,118,117,0.9
2005/11/16,20-194,NOK,DEN,L (-10),,regular,1,37:30:00,5,15,0.333,0,4,0,8,9,0.889,3,6,9,3,1,0,4,3,18,10.9,-6,0.475,0.333,7.4,20.2,12.8,17,1.3,0,17.4,25.8,91,96,1.3
2005/11/18,20-196,NOK,ATL,W (+3),,regular,1,42:12:00,9,19,0.474,1,2,0.5,6,8,0.75,2,5,7,12,5,0,2,4,25,27.2,13,0.555,0.5,4.8,15.4,9.5,60,6.1,0,8.2,24.7,130,93,14.2
2005/11/19,20-197,NOK,ORL,W (+3),@,regular,1,43:12:00,7,12,0.583,1,1,1,6,6,1,0,5,5,8,2,0,3,5,21,19.5,-1,0.717,0.625,0,17.9,8.5,32.7,2.6,0,17,20.9,135,108,5.3
2005/11/21,20-199,NOK,PHI,L (-12),@,regular,1,30:08:00,3,9,0.333,0,1,0,3,4,0.75,2,3,5,6,3,0,1,2,9,11.2,-6,0.418,0.333,6.8,11.7,9.1,36.4,5.4,0,8.5,17.5,104,109,1.8
2005/11/23,20-201,NOK,MIN,W (+4),,regular,1,39:41:00,7,19,0.368,1,6,0.167,6,8,0.75,0,9,9,8,1,0,1,3,21,16.8,10,0.466,0.395,0,25.3,12.5,47.1,1.4,0,4.3,28.2,111,93,7.2
2005/11/26,20-204,NOK,SEA,W (+6),@,regular,1,40:19:00,4,12,0.333,0,2,0,9,12,0.75,2,5,7,10,2,0,2,5,17,16.9,-3,0.492,0.333,7,14.5,11.1,42.2,2.6,0,10.4,21.6,122,107,2.9
2005/11/28,20-206,NOK,GSW,L (-16),@,regular,1,30:09:00,5,12,0.417,2,4,0.5,3,4,0.75,0,1,1,5,1,0,4,2,15,8.2,-11,0.545,0.5,0,3.2,1.8,34.5,1.8,0,22.5,27.6,94,116,-0.3
2005/11/30,20-208,NOK,DEN,W (+7),@,regular,1,39:18:00,3,10,0.3,1,1,1,3,4,0.75,1,7,8,9,2,0,3,3,10,10.7,7,0.425,0.35,2.6,18.6,10.5,34,2.7,0,20.3,16.7,95,101,-2.6
2005/12/2,20-210,NOK,PHI,W (+2),,regular,1,37:44:00,6,11,0.545,1,2,0.5,3,4,0.75,3,4,7,9,2,0,3,2,16,18.1,2,0.627,0.591,10,11.3,10.7,47,3,0,19,19.7,123,101,9.7
2005/12/3,20-211,NOK,DAL,L (-9),@,regular,1,38:49:00,9,16,0.563,0,2,0,7,8,0.875,0,6,6,5,3,0,0,4,25,23.7,-16,0.64,0.563,0,21.2,9.9,28.3,4.2,0,0,24,140,103,14.2
2005/12/6,20-214,NOK,MEM,L (-16),@,regular,1,30:37:00,1,8,0.125,0,2,0,0,0,,0,5,5,4,1,0,4,2,2,-2.7,-13,0.125,0.125,0,23.8,9.9,21.3,1.9,0,33.3,18.9,32,107,-15.6
2005/12/7,20-215,NOK,BOS,L (-14),,regular,1,34:13:00,4,11,0.364,0,1,0,8,12,0.667,1,9,10,6,3,0,1,1,16,17.5,-14,0.491,0.364,3.4,35.1,18.2,31.9,4.7,0,5.8,23,112,101,8.9
2005/12/9,20-217,NOK,POR,L (-3),@,regular,1,47:09:00,8,12,0.667,0,0,,5,7,0.714,0,7,7,10,2,0,6,4,21,18.5,-7,0.696,0.667,0,18.7,10.4,43.2,2.5,0,28.5,24.2,113,104,2.8
2005/12/11,20-219,NOK,SAC,L (-10),@,regular,1,38:31:00,6,11,0.545,0,0,,6,6,1,1,4,5,12,3,0,2,4,18,22.4,-16,0.66,0.545,3.1,15.6,8.7,52.4,4.3,0,12.8,19,144,122,9.4
2005/12/12,20-220,NOK,PHO,W (+4),@,regular,1,33:13:00,6,13,0.462,2,3,0.667,5,8,0.625,0,7,7,7,4,0,3,4,19,17.5,4,0.575,0.538,0,24.1,12.8,41.6,6.2,0,15.4,28.5,108,84,10.2
2005/12/14,20-222,NOK,LAC,W (+13),,regular,1,36:56:00,5,9,0.556,0,1,0,3,4,0.75,0,5,5,8,2,0,2,4,13,13.8,12,0.604,0.556,0,16.7,8.6,34.1,2.9,0,15.7,17.1,121,96,2.6
2005/12/16,20-224,NOK,PHO,L (-13),,regular,1,39:24:00,11,21,0.524,0,2,0,3,5,0.6,0,7,7,6,2,0,3,3,25,18,-8,0.539,0.524,0,19,9.1,29.7,2.6,0,11.5,29.5,103,105,3.9
2005/12/18,20-226,NOK,SAS,W (+13),,regular,1,41:58:00,6,15,0.4,0,0,,5,6,0.833,2,10,12,9,5,0,1,0,17,23.2,13,0.482,0.4,6,33.6,19.1,33.1,6.4,0,5.4,20.5,116,77,13
2005/12/21,20-229,NOK,MIN,L (-19),@,regular,1,29:12:00,5,16,0.313,1,2,0.5,4,4,1,0,5,5,3,1,0,1,3,15,8.2,-24,0.422,0.344,0,22.8,9.8,26.3,1.9,0,5.3,30.6,90,101,2.5
