GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,seasontype,season
Shot Chart Detail,22000004,71,101108,Chris Paul,1610612756,Phoenix Suns,1,7,17,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,101,97,1,0,20201223,PHX,DAL,regular,2020-2021
Shot Chart Detail,22000004,165,101108,Chris Paul,1610612756,Phoenix Suns,1,0,59,Missed Shot,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,91,54,1,0,20201223,PHX,DAL,regular,2020-2021
Shot Chart Detail,22000004,182,101108,Chris Paul,1610612756,Phoenix Suns,1,0,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-14,265,1,0,20201223,PHX,DAL,regular,2020-2021
Shot Chart Detail,22000004,202,101108,Chris Paul,1610612756,Phoenix Suns,2,10,36,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,120,20,1,0,20201223,PHX,DAL,regular,2020-2021
Shot Chart Detail,22000004,330,101108,Chris Paul,1610612756,Phoenix Suns,2,1,35,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-2,162,1,1,20201223,PHX,DAL,regular,2020-2021
Shot Chart Detail,22000004,378,101108,Chris Paul,1610612756,Phoenix Suns,3,9,33,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,67,106,1,1,20201223,PHX,DAL,regular,2020-2021
Shot Chart Detail,22000004,392,101108,Chris Paul,1610612756,Phoenix Suns,3,8,4,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-21,125,1,0,20201223,PHX,DAL,regular,2020-2021
Shot Chart Detail,22000004,609,101108,Chris Paul,1610612756,Phoenix Suns,4,3,45,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,-4,1,0,20201223,PHX,DAL,regular,2020-2021
Shot Chart Detail,22000004,644,101108,Chris Paul,1610612756,Phoenix Suns,4,1,20,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,88,122,1,1,20201223,PHX,DAL,regular,2020-2021
Shot Chart Detail,22000030,15,101108,Chris Paul,1610612756,Phoenix Suns,1,10,55,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,27,1,0,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,41,101108,Chris Paul,1610612756,Phoenix Suns,1,8,52,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-156,193,1,0,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,83,101108,Chris Paul,1610612756,Phoenix Suns,1,5,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-162,185,1,1,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,98,101108,Chris Paul,1610612756,Phoenix Suns,1,4,10,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,13,1,0,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,198,101108,Chris Paul,1610612756,Phoenix Suns,2,9,56,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,6,153,1,1,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,211,101108,Chris Paul,1610612756,Phoenix Suns,2,8,46,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-32,64,1,1,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,227,101108,Chris Paul,1610612756,Phoenix Suns,2,7,23,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,0,1,0,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,312,101108,Chris Paul,1610612756,Phoenix Suns,2,1,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,5,32,1,1,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,425,101108,Chris Paul,1610612756,Phoenix Suns,3,6,43,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,78,157,1,0,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,438,101108,Chris Paul,1610612756,Phoenix Suns,3,6,25,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-1,162,1,0,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,440,101108,Chris Paul,1610612756,Phoenix Suns,3,6,22,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-58,104,1,1,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,511,101108,Chris Paul,1610612756,Phoenix Suns,3,1,40,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,127,217,1,0,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,519,101108,Chris Paul,1610612756,Phoenix Suns,3,0,29,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-24,59,1,0,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,571,101108,Chris Paul,1610612756,Phoenix Suns,4,8,26,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,27,1,0,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,586,101108,Chris Paul,1610612756,Phoenix Suns,4,7,42,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-40,146,1,1,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,607,101108,Chris Paul,1610612756,Phoenix Suns,4,6,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-136,218,1,0,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,611,101108,Chris Paul,1610612756,Phoenix Suns,4,6,7,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,82,137,1,0,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,681,101108,Chris Paul,1610612756,Phoenix Suns,4,1,32,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,55,100,1,1,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000030,725,101108,Chris Paul,1610612756,Phoenix Suns,4,0,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,176,228,1,1,20201226,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000039,21,101108,Chris Paul,1610612756,Phoenix Suns,1,10,3,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,7,157,1,1,20201227,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000039,39,101108,Chris Paul,1610612756,Phoenix Suns,1,7,50,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-111,135,1,0,20201227,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000039,64,101108,Chris Paul,1610612756,Phoenix Suns,1,5,45,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,14,-76,125,1,0,20201227,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000039,71,101108,Chris Paul,1610612756,Phoenix Suns,1,4,50,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,60,25,1,1,20201227,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000039,207,101108,Chris Paul,1610612756,Phoenix Suns,2,7,55,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,119,121,1,0,20201227,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000039,337,101108,Chris Paul,1610612756,Phoenix Suns,3,11,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,8,153,1,0,20201227,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000039,353,101108,Chris Paul,1610612756,Phoenix Suns,3,9,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-11,251,1,0,20201227,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000039,368,101108,Chris Paul,1610612756,Phoenix Suns,3,8,41,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-58,23,1,1,20201227,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000039,540,101108,Chris Paul,1610612756,Phoenix Suns,4,9,30,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-85,12,1,1,20201227,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000039,547,101108,Chris Paul,1610612756,Phoenix Suns,4,8,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-153,204,1,0,20201227,SAC,PHX,regular,2020-2021
Shot Chart Detail,22000053,233,101108,Chris Paul,1610612756,Phoenix Suns,2,4,55,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,127,222,1,0,20201229,PHX,NOP,regular,2020-2021
Shot Chart Detail,22000053,346,101108,Chris Paul,1610612756,Phoenix Suns,3,8,38,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,235,79,1,1,20201229,PHX,NOP,regular,2020-2021
Shot Chart Detail,22000053,350,101108,Chris Paul,1610612756,Phoenix Suns,3,7,59,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-42,80,1,0,20201229,PHX,NOP,regular,2020-2021
Shot Chart Detail,22000053,360,101108,Chris Paul,1610612756,Phoenix Suns,3,6,42,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5,1,1,20201229,PHX,NOP,regular,2020-2021
Shot Chart Detail,22000068,28,101108,Chris Paul,1610612756,Phoenix Suns,1,9,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-68,253,1,1,20201231,UTA,PHX,regular,2020-2021
Shot Chart Detail,22000068,55,101108,Chris Paul,1610612756,Phoenix Suns,1,7,25,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,54,74,1,1,20201231,UTA,PHX,regular,2020-2021
Shot Chart Detail,22000068,171,101108,Chris Paul,1610612756,Phoenix Suns,2,10,11,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-157,207,1,0,20201231,UTA,PHX,regular,2020-2021
Shot Chart Detail,22000068,187,101108,Chris Paul,1610612756,Phoenix Suns,2,8,59,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,91,29,1,1,20201231,UTA,PHX,regular,2020-2021
Shot Chart Detail,22000068,203,101108,Chris Paul,1610612756,Phoenix Suns,2,8,5,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,16,262,1,0,20201231,UTA,PHX,regular,2020-2021
Shot Chart Detail,22000068,329,101108,Chris Paul,1610612756,Phoenix Suns,3,10,30,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-22,69,1,0,20201231,UTA,PHX,regular,2020-2021
Shot Chart Detail,22000068,346,101108,Chris Paul,1610612756,Phoenix Suns,3,9,9,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,120,94,1,0,20201231,UTA,PHX,regular,2020-2021
Shot Chart Detail,22000068,349,101108,Chris Paul,1610612756,Phoenix Suns,3,8,59,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,109,4,1,0,20201231,UTA,PHX,regular,2020-2021
Shot Chart Detail,22000068,366,101108,Chris Paul,1610612756,Phoenix Suns,3,7,37,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,83,22,1,0,20201231,UTA,PHX,regular,2020-2021
Shot Chart Detail,22000068,489,101108,Chris Paul,1610612756,Phoenix Suns,4,11,45,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,111,71,1,0,20201231,UTA,PHX,regular,2020-2021
Shot Chart Detail,22000068,505,101108,Chris Paul,1610612756,Phoenix Suns,4,10,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-188,148,1,1,20201231,UTA,PHX,regular,2020-2021
Shot Chart Detail,22000068,516,101108,Chris Paul,1610612756,Phoenix Suns,4,9,35,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,16,1,0,20201231,UTA,PHX,regular,2020-2021
Shot Chart Detail,22000068,525,101108,Chris Paul,1610612756,Phoenix Suns,4,8,48,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,67,57,1,0,20201231,UTA,PHX,regular,2020-2021
Shot Chart Detail,22000076,59,101108,Chris Paul,1610612756,Phoenix Suns,1,6,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-109,237,1,1,20210101,DEN,PHX,regular,2020-2021
Shot Chart Detail,22000076,181,101108,Chris Paul,1610612756,Phoenix Suns,2,9,56,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,128,100,1,1,20210101,DEN,PHX,regular,2020-2021
Shot Chart Detail,22000076,187,101108,Chris Paul,1610612756,Phoenix Suns,2,9,23,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,155,139,1,1,20210101,DEN,PHX,regular,2020-2021
Shot Chart Detail,22000076,194,101108,Chris Paul,1610612756,Phoenix Suns,2,8,13,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-3,195,1,0,20210101,DEN,PHX,regular,2020-2021
Shot Chart Detail,22000076,316,101108,Chris Paul,1610612756,Phoenix Suns,2,0,30,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,32,172,1,0,20210101,DEN,PHX,regular,2020-2021
Shot Chart Detail,22000076,333,101108,Chris Paul,1610612756,Phoenix Suns,3,11,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-192,168,1,0,20210101,DEN,PHX,regular,2020-2021
Shot Chart Detail,22000076,373,101108,Chris Paul,1610612756,Phoenix Suns,3,7,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,17,1,1,20210101,DEN,PHX,regular,2020-2021
Shot Chart Detail,22000076,386,101108,Chris Paul,1610612756,Phoenix Suns,3,6,44,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-6,37,1,0,20210101,DEN,PHX,regular,2020-2021
Shot Chart Detail,22000076,509,101108,Chris Paul,1610612756,Phoenix Suns,4,11,17,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-52,178,1,0,20210101,DEN,PHX,regular,2020-2021
Shot Chart Detail,22000076,519,101108,Chris Paul,1610612756,Phoenix Suns,4,9,56,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-47,164,1,0,20210101,DEN,PHX,regular,2020-2021
Shot Chart Detail,22000076,606,101108,Chris Paul,1610612756,Phoenix Suns,4,3,28,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-91,143,1,1,20210101,DEN,PHX,regular,2020-2021
Shot Chart Detail,22000076,637,101108,Chris Paul,1610612756,Phoenix Suns,4,0,7,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-155,4,1,1,20210101,DEN,PHX,regular,2020-2021
Shot Chart Detail,22000091,10,101108,Chris Paul,1610612756,Phoenix Suns,1,11,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,98,252,1,1,20210103,PHX,LAC,regular,2020-2021
Shot Chart Detail,22000091,32,101108,Chris Paul,1610612756,Phoenix Suns,1,8,34,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,5,206,1,1,20210103,PHX,LAC,regular,2020-2021
Shot Chart Detail,22000091,35,101108,Chris Paul,1610612756,Phoenix Suns,1,8,8,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,63,94,1,0,20210103,PHX,LAC,regular,2020-2021
Shot Chart Detail,22000091,55,101108,Chris Paul,1610612756,Phoenix Suns,1,6,16,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-49,176,1,1,20210103,PHX,LAC,regular,2020-2021
Shot Chart Detail,22000091,180,101108,Chris Paul,1610612756,Phoenix Suns,2,8,59,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,47,113,1,1,20210103,PHX,LAC,regular,2020-2021
Shot Chart Detail,22000091,196,101108,Chris Paul,1610612756,Phoenix Suns,2,7,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,79,239,1,0,20210103,PHX,LAC,regular,2020-2021
Shot Chart Detail,22000091,253,101108,Chris Paul,1610612756,Phoenix Suns,2,3,42,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,3,127,1,0,20210103,PHX,LAC,regular,2020-2021
Shot Chart Detail,22000091,255,101108,Chris Paul,1610612756,Phoenix Suns,2,3,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-38,170,1,1,20210103,PHX,LAC,regular,2020-2021
Shot Chart Detail,22000091,299,101108,Chris Paul,1610612756,Phoenix Suns,2,0,31,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,105,23,1,0,20210103,PHX,LAC,regular,2020-2021
Shot Chart Detail,22000091,337,101108,Chris Paul,1610612756,Phoenix Suns,3,9,35,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-101,163,1,1,20210103,PHX,LAC,regular,2020-2021
Shot Chart Detail,22000091,579,101108,Chris Paul,1610612756,Phoenix Suns,4,1,9,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,17,164,1,0,20210103,PHX,LAC,regular,2020-2021
Shot Chart Detail,22000091,588,101108,Chris Paul,1610612756,Phoenix Suns,4,0,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-221,194,1,0,20210103,PHX,LAC,regular,2020-2021
Shot Chart Detail,22000115,20,101108,Chris Paul,1610612756,Phoenix Suns,1,10,37,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,52,12,1,0,20210106,PHX,TOR,regular,2020-2021
Shot Chart Detail,22000115,22,101108,Chris Paul,1610612756,Phoenix Suns,1,10,34,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,2,1,0,20210106,PHX,TOR,regular,2020-2021
Shot Chart Detail,22000115,51,101108,Chris Paul,1610612756,Phoenix Suns,1,7,46,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-92,130,1,1,20210106,PHX,TOR,regular,2020-2021
Shot Chart Detail,22000115,54,101108,Chris Paul,1610612756,Phoenix Suns,1,7,27,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-3,1,1,20210106,PHX,TOR,regular,2020-2021
Shot Chart Detail,22000115,79,101108,Chris Paul,1610612756,Phoenix Suns,1,4,19,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,54,26,1,0,20210106,PHX,TOR,regular,2020-2021
Shot Chart Detail,22000115,224,101108,Chris Paul,1610612756,Phoenix Suns,2,6,12,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,67,128,1,0,20210106,PHX,TOR,regular,2020-2021
Shot Chart Detail,22000115,262,101108,Chris Paul,1610612756,Phoenix Suns,2,3,11,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,96,134,1,1,20210106,PHX,TOR,regular,2020-2021
Shot Chart Detail,22000115,295,101108,Chris Paul,1610612756,Phoenix Suns,2,1,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,-1,1,1,20210106,PHX,TOR,regular,2020-2021
Shot Chart Detail,22000115,317,101108,Chris Paul,1610612756,Phoenix Suns,3,11,23,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,61,127,1,0,20210106,PHX,TOR,regular,2020-2021
Shot Chart Detail,22000115,332,101108,Chris Paul,1610612756,Phoenix Suns,3,9,56,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,58,95,1,0,20210106,PHX,TOR,regular,2020-2021
Shot Chart Detail,22000115,383,101108,Chris Paul,1610612756,Phoenix Suns,3,5,19,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-31,22,1,0,20210106,PHX,TOR,regular,2020-2021
Shot Chart Detail,22000115,539,101108,Chris Paul,1610612756,Phoenix Suns,4,4,55,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,72,153,1,0,20210106,PHX,TOR,regular,2020-2021
Shot Chart Detail,22000123,37,101108,Chris Paul,1610612756,Phoenix Suns,1,8,30,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,87,68,1,1,20210108,DET,PHX,regular,2020-2021
Shot Chart Detail,22000123,51,101108,Chris Paul,1610612756,Phoenix Suns,1,7,11,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-3,254,1,1,20210108,DET,PHX,regular,2020-2021
Shot Chart Detail,22000123,202,101108,Chris Paul,1610612756,Phoenix Suns,2,7,26,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,28,1,1,20210108,DET,PHX,regular,2020-2021
Shot Chart Detail,22000123,365,101108,Chris Paul,1610612756,Phoenix Suns,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,69,-44,689,1,0,20210108,DET,PHX,regular,2020-2021
Shot Chart Detail,22000123,323,101108,Chris Paul,1610612756,Phoenix Suns,3,9,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-100,258,1,0,20210108,DET,PHX,regular,2020-2021
Shot Chart Detail,22000123,342,101108,Chris Paul,1610612756,Phoenix Suns,3,8,49,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,96,116,1,0,20210108,DET,PHX,regular,2020-2021
Shot Chart Detail,22000123,388,101108,Chris Paul,1610612756,Phoenix Suns,3,4,52,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-21,51,1,0,20210108,DET,PHX,regular,2020-2021
Shot Chart Detail,22000123,535,101108,Chris Paul,1610612756,Phoenix Suns,4,7,9,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,67,117,1,1,20210108,DET,PHX,regular,2020-2021
Shot Chart Detail,22000123,605,101108,Chris Paul,1610612756,Phoenix Suns,4,1,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,17,262,1,0,20210108,DET,PHX,regular,2020-2021
Shot Chart Detail,22000123,619,101108,Chris Paul,1610612756,Phoenix Suns,4,0,59,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,134,122,1,0,20210108,DET,PHX,regular,2020-2021
Shot Chart Detail,22000123,693,101108,Chris Paul,1610612756,Phoenix Suns,5,0,7,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,16,1,1,20210108,DET,PHX,regular,2020-2021
Shot Chart Detail,22000135,57,101108,Chris Paul,1610612756,Phoenix Suns,1,6,29,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,4,165,1,1,20210109,IND,PHX,regular,2020-2021
Shot Chart Detail,22000135,133,101108,Chris Paul,1610612756,Phoenix Suns,1,0,6,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,70,165,1,1,20210109,IND,PHX,regular,2020-2021
Shot Chart Detail,22000135,163,101108,Chris Paul,1610612756,Phoenix Suns,2,9,36,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,114,83,1,1,20210109,IND,PHX,regular,2020-2021
Shot Chart Detail,22000135,266,101108,Chris Paul,1610612756,Phoenix Suns,2,1,21,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,102,146,1,1,20210109,IND,PHX,regular,2020-2021
Shot Chart Detail,22000135,275,101108,Chris Paul,1610612756,Phoenix Suns,2,0,31,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,220,151,1,0,20210109,IND,PHX,regular,2020-2021
Shot Chart Detail,22000135,348,101108,Chris Paul,1610612756,Phoenix Suns,3,6,51,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,7,258,1,0,20210109,IND,PHX,regular,2020-2021
