GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,seasontype,season
Shot Chart Detail,21400377,427,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,12,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-100,183,1,1,20141217,LAC,IND,regular,2014-2015
Shot Chart Detail,21400377,475,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,33,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,108,82,1,1,20141217,LAC,IND,regular,2014-2015
Shot Chart Detail,21400377,480,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,110,1,1,0,20141217,LAC,IND,regular,2014-2015
Shot Chart Detail,21400377,502,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,1,1,1,20141217,LAC,IND,regular,2014-2015
Shot Chart Detail,21400377,538,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-93,41,1,0,20141217,LAC,IND,regular,2014-2015
Shot Chart Detail,21400377,547,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,57,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,118,82,1,1,20141217,LAC,IND,regular,2014-2015
Shot Chart Detail,21400391,7,101108,Chris Paul,1610612746,Los Angeles Clippers,1,11,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-128,104,1,1,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,39,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,11,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-18,86,1,0,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,68,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-198,160,1,0,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,84,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-117,26,1,0,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,181,101108,Chris Paul,1610612746,Los Angeles Clippers,2,8,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,127,102,1,1,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,188,101108,Chris Paul,1610612746,Los Angeles Clippers,2,7,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,113,94,1,1,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,191,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-153,198,1,1,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,241,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,10,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-75,22,1,1,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,244,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,12,77,1,0,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,254,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-202,140,1,0,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,265,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,95,138,1,0,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,320,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,122,214,1,0,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,337,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,15,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,59,121,1,0,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,461,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,0,1,1,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,508,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,29,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-131,97,1,1,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,556,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,116,0,1,0,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400391,597,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,13,Made Shot,Fadeaway Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,48,9,1,1,20141219,DEN,LAC,regular,2014-2015
Shot Chart Detail,21400399,11,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-133,219,1,1,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,75,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,16,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-144,146,1,0,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,133,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-116,134,1,0,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,139,101108,Chris Paul,1610612746,Los Angeles Clippers,1,0,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,6,1,1,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,220,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,99,113,1,0,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,241,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,67,246,1,1,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,243,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,172,1,0,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,252,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,38,Made Shot,Running Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,14,1,1,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,330,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,77,236,1,1,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,338,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,7,168,1,0,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,344,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,30,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2,33,1,0,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,368,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,48,165,1,0,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,465,101108,Chris Paul,1610612746,Los Angeles Clippers,4,4,4,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-240,4,1,1,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,485,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,0,252,1,0,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,498,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,12,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-19,26,1,0,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400399,514,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,125,156,1,0,20141220,LAC,MIL,regular,2014-2015
Shot Chart Detail,21400414,23,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-109,67,1,1,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,36,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,27,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,-5,1,1,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,64,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,140,55,1,0,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,171,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,50,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,135,-3,1,0,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,186,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-161,181,1,0,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,232,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,57,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,29,0,1,1,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,237,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-155,184,1,1,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,275,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,35,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,91,160,1,0,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,278,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-27,172,1,1,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,313,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,1,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,20,1,1,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,329,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,19,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,0,74,1,0,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,336,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,181,1,1,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,342,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,61,170,1,0,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,434,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-133,107,1,0,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,473,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,13,Made Shot,Running Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,6,1,1,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,515,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,13,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,22,1,0,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400414,517,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,9,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25,244,61,1,0,20141222,SAS,LAC,regular,2014-2015
Shot Chart Detail,21400420,3,101108,Chris Paul,1610612746,Los Angeles Clippers,1,11,45,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,89,151,1,1,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,11,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,58,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,100,154,1,0,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,52,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,50,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,29,78,1,1,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,79,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,29,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,25,1,0,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,98,101108,Chris Paul,1610612746,Los Angeles Clippers,1,2,7,Made Shot,Driving Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,58,36,1,1,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,156,101108,Chris Paul,1610612746,Los Angeles Clippers,2,8,48,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,141,119,1,0,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,238,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,59,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,24,246,1,0,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,242,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,24,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,13,94,1,1,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,260,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,5,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,147,85,1,0,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,282,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-86,236,1,1,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,285,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,1,252,1,1,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,383,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,53,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,61,113,1,0,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,387,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,0,249,1,0,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,471,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,4,153,1,0,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,510,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,159,190,1,1,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,528,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,18,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,70,69,1,0,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,539,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,28,244,1,0,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400420,562,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,45,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-103,184,1,0,20141223,ATL,LAC,regular,2014-2015
Shot Chart Detail,21400431,12,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-188,160,1,0,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,14,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,18,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-10,1,0,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,21,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,160,145,1,0,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,86,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,119,132,1,0,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,186,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-93,164,1,0,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,188,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,53,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,58,1,1,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,239,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,130,115,1,1,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,302,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,47,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-76,143,1,0,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,331,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,103,115,1,0,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,333,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,4,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-43,105,1,0,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,357,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,-2,1,1,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,362,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,136,216,1,1,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,399,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,34,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,50,85,1,0,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,420,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,-10,1,1,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,488,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,57,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,50,113,1,1,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,492,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-152,213,1,0,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,514,101108,Chris Paul,1610612746,Los Angeles Clippers,4,4,19,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-114,75,1,1,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400431,540,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,116,113,1,0,20141225,LAC,GSW,regular,2014-2015
Shot Chart Detail,21400443,24,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-18,154,1,0,20141227,LAC,TOR,regular,2014-2015
Shot Chart Detail,21400443,42,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,160,60,1,0,20141227,LAC,TOR,regular,2014-2015
Shot Chart Detail,21400443,46,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,108,88,1,0,20141227,LAC,TOR,regular,2014-2015
Shot Chart Detail,21400443,54,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,174,200,1,0,20141227,LAC,TOR,regular,2014-2015
Shot Chart Detail,21400443,246,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,35,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-7,82,1,1,20141227,LAC,TOR,regular,2014-2015
Shot Chart Detail,21400443,288,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,133,121,1,0,20141227,LAC,TOR,regular,2014-2015
Shot Chart Detail,21400443,306,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,0,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,9,1,1,20141227,LAC,TOR,regular,2014-2015
Shot Chart Detail,21400443,308,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-130,94,1,0,20141227,LAC,TOR,regular,2014-2015
Shot Chart Detail,21400443,336,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,57,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,9,1,0,20141227,LAC,TOR,regular,2014-2015
Shot Chart Detail,21400443,353,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,95,149,1,1,20141227,LAC,TOR,regular,2014-2015
Shot Chart Detail,21400443,428,101108,Chris Paul,1610612746,Los Angeles Clippers,4,7,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-117,126,1,0,20141227,LAC,TOR,regular,2014-2015
Shot Chart Detail,21400443,458,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,1,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,47,42,1,0,20141227,LAC,TOR,regular,2014-2015
Shot Chart Detail,21400464,16,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,114,93,1,1,20141229,LAC,UTA,regular,2014-2015
Shot Chart Detail,21400464,41,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,47,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-235,69,1,0,20141229,LAC,UTA,regular,2014-2015
Shot Chart Detail,21400464,71,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,44,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-49,238,1,1,20141229,LAC,UTA,regular,2014-2015
Shot Chart Detail,21400464,193,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,122,93,1,1,20141229,LAC,UTA,regular,2014-2015
